G_tx_db,G_rx_db,angle_deg,modulation_qam,received_power,file_name
46,46,-3,2,4.136237861036255e-07,AngularComm_2QAM_300GHz_46-46_-3deg_000.mat
46,46,-6,2,1.3612791318312717e-08,AngularComm_2QAM_300GHz_46-46_-6deg_000.mat
46,46,-9,2,1.2328204842346734e-08,AngularComm_2QAM_300GHz_46-46_-9deg_000.mat
46,46,0,2,0.0004384718445725905,AngularComm_2QAM_300GHz_46-46_0deg_000.mat
46,46,12,2,8.107070804152017e-09,AngularComm_2QAM_300GHz_46-46_12deg_000.mat
46,46,15,2,9.678978835355843e-09,AngularComm_2QAM_300GHz_46-46_15deg_000.mat
46,46,18,2,8.621454104431422e-08,AngularComm_2QAM_300GHz_46-46_18deg_000.mat
46,46,21,2,2.877336857505747e-07,AngularComm_2QAM_300GHz_46-46_21deg_000.mat
46,46,24,2,1.2721260213470319e-08,AngularComm_2QAM_300GHz_46-46_24deg_000.mat
46,46,27,2,5.5514110945858517e-08,AngularComm_2QAM_300GHz_46-46_27deg_000.mat
46,46,30,2,4.333593544209399e-09,AngularComm_2QAM_300GHz_46-46_30deg_000.mat
46,46,3,2,2.3243027114393763e-07,AngularComm_2QAM_300GHz_46-46_3deg_000.mat
46,46,6,2,1.5793316291744997e-08,AngularComm_2QAM_300GHz_46-46_6deg_000.mat
46,46,9,2,2.8536407891687302e-08,AngularComm_2QAM_300GHz_46-46_9deg_000.mat
46,46,-12,4,3.775136297290498e-09,AngularComm_4QAM_300GHz_46-46_-12deg_000.mat
46,46,-15,4,4.811282363965499e-09,AngularComm_4QAM_300GHz_46-46_-15deg_000.mat
46,46,-18,4,2.4288691853630025e-09,AngularComm_4QAM_300GHz_46-46_-18deg_000.mat
46,46,-21,4,1.950353048908996e-09,AngularComm_4QAM_300GHz_46-46_-21deg_000.mat
46,46,-24,4,1.982881833395499e-09,AngularComm_4QAM_300GHz_46-46_-24deg_000.mat
46,46,-27,4,1.6057220225815013e-09,AngularComm_4QAM_300GHz_46-46_-27deg_000.mat
46,46,-30,4,1.2507638310605004e-09,AngularComm_4QAM_300GHz_46-46_-30deg_000.mat
46,46,-3,4,4.898132760046726e-07,AngularComm_4QAM_300GHz_46-46_-3deg_000.mat
46,46,-6,4,6.568382562320503e-09,AngularComm_4QAM_300GHz_46-46_-6deg_000.mat
46,46,-9,4,9.02099068982901e-09,AngularComm_4QAM_300GHz_46-46_-9deg_000.mat
46,46,0,4,0.00023314927933267894,AngularComm_4QAM_300GHz_46-46_0deg_000.mat
46,46,12,4,5.893663015953363e-09,AngularComm_4QAM_300GHz_46-46_12deg_000.mat
46,46,15,4,6.091376914404512e-09,AngularComm_4QAM_300GHz_46-46_15deg_000.mat
46,46,18,4,2.1445733455942892e-09,AngularComm_4QAM_300GHz_46-46_18deg_000.mat
46,46,21,4,2.586263525634976e-09,AngularComm_4QAM_300GHz_46-46_21deg_000.mat
46,46,24,4,2.1047499535038186e-09,AngularComm_4QAM_300GHz_46-46_24deg_000.mat
46,46,27,4,1.4574950169425292e-09,AngularComm_4QAM_300GHz_46-46_27deg_000.mat
46,46,30,4,1.180581600675952e-09,AngularComm_4QAM_300GHz_46-46_30deg_000.mat
46,46,3,4,3.045992232720375e-07,AngularComm_4QAM_300GHz_46-46_3deg_000.mat
46,46,6,4,1.5348352819553947e-08,AngularComm_4QAM_300GHz_46-46_6deg_000.mat
46,46,9,4,6.425276405427851e-09,AngularComm_4QAM_300GHz_46-46_9deg_000.mat
46,46,-12,64,2.796008664061566e-09,AngularComm_64QAM_300GHz_46-46_-12deg_000.mat
46,46,-15,64,3.4510065303737232e-09,AngularComm_64QAM_300GHz_46-46_-15deg_000.mat
46,46,-18,64,1.7613722804500552e-09,AngularComm_64QAM_300GHz_46-46_-18deg_000.mat
46,46,-21,64,1.769508047377151e-09,AngularComm_64QAM_300GHz_46-46_-21deg_000.mat
46,46,-24,64,1.9989168289055463e-09,AngularComm_64QAM_300GHz_46-46_-24deg_000.mat
46,46,-27,64,1.272557849981862e-09,AngularComm_64QAM_300GHz_46-46_-27deg_000.mat
46,46,-30,64,1.2867302970714784e-09,AngularComm_64QAM_300GHz_46-46_-30deg_000.mat
46,46,-3,64,2.9858490874954214e-07,AngularComm_64QAM_300GHz_46-46_-3deg_000.mat
46,46,-6,64,6.856308644385494e-09,AngularComm_64QAM_300GHz_46-46_-6deg_000.mat
46,46,-9,64,9.558654047702057e-09,AngularComm_64QAM_300GHz_46-46_-9deg_000.mat
46,46,0,64,0.0002724584911400681,AngularComm_64QAM_300GHz_46-46_0deg_000.mat
46,46,12,64,5.708759424565437e-09,AngularComm_64QAM_300GHz_46-46_12deg_000.mat
46,46,15,64,3.2700414089258417e-09,AngularComm_64QAM_300GHz_46-46_15deg_000.mat
46,46,18,64,1.4224938057579627e-08,AngularComm_64QAM_300GHz_46-46_18deg_000.mat
46,46,21,64,4.1940952922157225e-09,AngularComm_64QAM_300GHz_46-46_21deg_000.mat
46,46,24,64,1.8403243624901235e-09,AngularComm_64QAM_300GHz_46-46_24deg_000.mat
46,46,27,64,2.031174998743497e-09,AngularComm_64QAM_300GHz_46-46_27deg_000.mat
46,46,30,64,1.2683904370399694e-09,AngularComm_64QAM_300GHz_46-46_30deg_000.mat
46,46,3,64,5.627956849230979e-08,AngularComm_64QAM_300GHz_46-46_3deg_000.mat
46,46,6,64,1.1397039291930524e-08,AngularComm_64QAM_300GHz_46-46_6deg_000.mat
46,46,9,64,9.641365524860224e-09,AngularComm_64QAM_300GHz_46-46_9deg_000.mat
